algorithm,features,n_features,train_time,mem_max,f1,accuracy,roc_auc,confusion_matrix
GradientBoostingClassifier(),"('4284', '4275', '4255', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3320', '3301', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3043', '3042', '3034', '3026', '3025', '3021', '2996', '2972', '2925', '2900', '2899', '2849', '2806', '2803', '2787', '2764', '2720', '2719', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2179', '2155', '2130', '2120', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '1993', '1981', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1437', '1418', '1405', '1365', '1270', '1244', '1218', '1178', '1150', '1095', '1025', '1012', '998', '970', '965', '956', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '743', '701', '698', '666', '662', '641', '615', '599', '578', '565', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '419', '412', '406', '384', '380', '372', '363', '8', 'Unnamed: 0')",177,21.82631119999951,2461.51953125,0.7632508833922261,0.8312342569269522,0.9037709423391997,"[[222  16]
 [ 51 108]]"
LogisticRegression(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3848', '3846', '3845', '3793', '3785', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3267', '3265', '3258', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2899', '2849', '2828', '2806', '2787', '2764', '2720', '2719', '2711', '2678', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2120', '2115', '2113', '2096', '2094', '2093', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '998', '970', '965', '956', '916', '915', '907', '902', '892', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '511', '498', '487', '482', '480', '433', '422', '419', '406', '384', '380', '372', '29', '8', 'Unnamed: 0')",188,12.555604399999538,2412.4375,0.759322033898305,0.8211586901763224,0.8619259024364462,"[[214  24]
 [ 47 112]]"
LogisticRegression(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3829', '3793', '3785', '3780', '3737', '3720', '3680', '3653', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3203', '3143', '3125', '3107', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '2996', '2972', '2925', '2920', '2900', '2899', '2849', '2828', '2806', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '1993', '1981', '1970', '1960', '1919', '1862', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1025', '1012', '998', '970', '965', '956', '916', '907', '902', '892', '844', '818', '814', '813', '808', '791', '743', '705', '701', '698', '666', '662', '641', '635', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '372', '363', '29', '8', 'Unnamed: 0')",190,13.617662599999676,2428.734375,0.7583892617449665,0.818639798488665,0.8598382749326144,"[[212  26]
 [ 46 113]]"
DecisionTreeClassifier(),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1551', '1537', '1482', '1476', '1466', '1449', '1435', '1418', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '998', '970', '965', '956', '915', '907', '902', '892', '844', '818', '814', '813', '808', '798', '791', '701', '698', '666', '662', '641', '635', '623', '599', '578', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '372', '8', 'Unnamed: 0')",197,13.919370600000093,2346.828125,0.7581699346405228,0.8136020151133502,0.7996538237936683,"[[207  31]
 [ 43 116]]"
LogisticRegression(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,14.735012000000097,2244.97265625,0.7567567567567568,0.818639798488665,0.8844669943449077,"[[213  25]
 [ 47 112]]"
GradientBoostingClassifier(),"('4275', '4255', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3892', '3890', '3884', '3848', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3720', '3680', '3653', '3616', '3611', '3574', '3417', '3411', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3043', '3042', '3026', '3025', '3021', '2996', '2972', '2925', '2900', '2899', '2873', '2849', '2806', '2803', '2787', '2764', '2720', '2678', '2657', '2598', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1476', '1466', '1435', '1418', '1355', '1270', '1244', '1218', '1194', '1178', '1095', '1012', '998', '970', '956', '915', '902', '892', '851', '844', '818', '814', '813', '808', '798', '743', '705', '701', '698', '666', '662', '641', '635', '615', '599', '578', '565', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '29', '8', 'Unnamed: 0')",173,20.575683400000344,2472.73828125,0.7561837455830388,0.8261964735516373,0.8774377675598541,"[[221  17]
 [ 52 107]]"
LogisticRegression(n_jobs=-1),"('4284', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3845', '3835', '3829', '3793', '3785', '3737', '3721', '3720', '3680', '3653', '3616', '3574', '3417', '3411', '3337', '3320', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1551', '1545', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '791', '743', '705', '698', '666', '641', '635', '623', '615', '599', '565', '551', '543', '540', '511', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', 'Unnamed: 0')",192,14.600219000000152,2296.890625,0.752542372881356,0.8161209068010076,0.87577295068971,"[[213  25]
 [ 48 111]]"
LogisticRegression(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3611', '3574', '3519', '3417', '3337', '3320', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3143', '3125', '3081', '3066', '3058', '3043', '3034', '3027', '3025', '3021', '2972', '2925', '2900', '2899', '2873', '2828', '2803', '2764', '2720', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2155', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2080', '2060', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1405', '1365', '1283', '1244', '1218', '1194', '1181', '1178', '1150', '1148', '1095', '1025', '998', '970', '956', '916', '915', '902', '892', '851', '844', '818', '814', '808', '798', '791', '701', '698', '666', '662', '641', '635', '623', '615', '599', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",182,11.865673799999968,2414.8046875,0.7508305647840531,0.8110831234256927,0.8685058929232069,"[[209  29]
 [ 46 113]]"
GaussianProcessClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,92.97425380000001,2190.01171875,0.7412587412587412,0.8136020151133502,0.8885101210295439,"[[217  21]
 [ 53 106]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3793', '3785', '3737', '3720', '3680', '3653', '3616', '3611', '3519', '3417', '3411', '3320', '3301', '3279', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3043', '3042', '3034', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1960', '1919', '1862', '1852', '1834', '1805', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1482', '1476', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",193,21.862919799999872,2453.24609375,0.6906474820143884,0.783375314861461,0.8076608001691242,"[[215  23]
 [ 63  96]]"
MultinomialNB(),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,10.794919100000016,2188.91796875,0.6900958466453675,0.7556675062972292,0.7814597537128058,"[[192  46]
 [ 51 108]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3616', '3519', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3058', '3043', '3042', '3027', '3026', '3021', '2996', '2972', '2969', '2925', '2899', '2873', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2115', '2113', '2096', '2094', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1244', '1218', '1194', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '916', '915', '907', '902', '892', '844', '818', '814', '813', '808', '798', '791', '743', '701', '666', '662', '641', '635', '623', '615', '599', '578', '565', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '363', '29', '8', 'Unnamed: 0')",186,21.112493900000118,2405.96875,0.6619217081850534,0.760705289672544,0.79903282067544,"[[209  29]
 [ 66  93]]"
"StackingClassifier(estimators=[('e1', DecisionTreeClassifier()),
                               ('e2',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learning_rate=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None)),
                               ('e3', RandomForestClassifier(n_jobs=-1))],
                   n_jobs=-1)","('4275', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3897', '3896', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3214', '3211', '3203', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1834', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1012', '998', '970', '965', '956', '916', '915', '907', '892', '851', '844', '818', '814', '813', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '578', '565', '551', '543', '540', '511', '498', '487', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8')",191,199.4469979999999,2433.16015625,0.6598639455782314,0.7481108312342569,0.8194466465831616,"[[200  38]
 [ 62  97]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2598', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1688', '1667', '1620', '1590', '1551', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1283', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",213,28.570861400000005,1770.32421875,0.656934306569343,0.7632241813602015,0.8017810897944084,"[[213  25]
 [ 69  90]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4275', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4152', '4135', '4029', '4016', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3737', '3721', '3720', '3680', '3653', '3616', '3417', '3411', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3081', '3066', '3058', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2920', '2900', '2899', '2873', '2849', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2331', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2119', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1919', '1862', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1545', '1537', '1491', '1482', '1476', '1466', '1449', '1437', '1435', '1418', '1405', '1365', '1355', '1270', '1244', '1218', '1194', '1181', '1178', '1161', '1150', '1148', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '814', '813', '808', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '540', '511', '498', '486', '482', '480', '433', '432', '422', '419', '415', '412', '406', '384', '380', '372', '363', '29', '8', 'Unnamed: 0')",191,24.693098199999895,2268.26953125,0.6518518518518519,0.7632241813602015,0.7939062417419799,"[[215  23]
 [ 71  88]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4274', '4255', '4251', '4223', '4218', '4196', '4195', '4180', '4169', '4163', '4155', '4152', '4135', '4029', '4015', '3983', '3968', '3964', '3897', '3896', '3892', '3890', '3884', '3848', '3847', '3846', '3845', '3835', '3829', '3793', '3785', '3780', '3737', '3721', '3720', '3680', '3653', '3616', '3611', '3574', '3519', '3417', '3337', '3320', '3301', '3291', '3279', '3267', '3265', '3258', '3255', '3214', '3211', '3203', '3143', '3125', '3107', '3081', '3066', '3058', '3042', '3034', '3027', '3026', '3025', '3021', '2996', '2972', '2969', '2925', '2920', '2900', '2899', '2873', '2849', '2828', '2806', '2803', '2787', '2764', '2720', '2719', '2711', '2678', '2657', '2596', '2585', '2564', '2519', '2500', '2429', '2403', '2363', '2332', '2325', '2322', '2182', '2179', '2155', '2130', '2120', '2115', '2113', '2096', '2094', '2093', '2092', '2080', '2060', '1993', '1981', '1975', '1970', '1960', '1919', '1862', '1852', '1834', '1805', '1796', '1782', '1667', '1620', '1590', '1545', '1537', '1491', '1476', '1466', '1449', '1435', '1418', '1405', '1355', '1283', '1270', '1244', '1218', '1181', '1178', '1161', '1150', '1148', '1095', '1025', '1012', '998', '970', '965', '956', '916', '915', '907', '902', '892', '851', '844', '818', '814', '813', '798', '791', '743', '705', '701', '698', '666', '662', '641', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '487', '486', '433', '432', '419', '415', '412', '406', '384', '380', '372', '363', '29', 'Unnamed: 0')",195,22.175106599999708,2452.5234375,0.6423357664233578,0.7531486146095718,0.8045293589133767,"[[211  27]
 [ 71  88]]"
