algorithm,features,n_features,train_time,mem_max,roc_auc,f1,accuracy,confusion_matrix
GaussianProcessClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,120.16804400000001,2135.9296875,0.9224406743829607,0.7735191637630662,0.836272040302267,"[[221  17]
 [ 48 111]]"
LogisticRegression(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,17.645933799999966,2196.77734375,0.9147508059827705,0.8380952380952382,0.871536523929471,"[[214  24]
 [ 27 132]]"
AdaBoostClassifier(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,24.33258190000015,1929.3515625,0.9091617779187147,0.8027681660899654,0.8564231738035264,"[[224  14]
 [ 43 116]]"
AdaBoostClassifier(),"('4275', '4274', '4255', '4253', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3781', '3780', '3721', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2920', '2900', '2873', '2872', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2403', '2363', '2332', '2331', '2325', '2182', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2092', '2060', '2051', '1993', '1981', '1970', '1960', '1919', '1862', '1852', '1834', '1796', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1148', '1025', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '705', '701', '699', '698', '675', '662', '644', '635', '623', '615', '599', '551', '543', '540', '511', '498', '422', '419', '412', '384', '372', '157', '29', '24', '8', 'Unnamed: 0')",164,23.85328799999843,2592.35546875,0.8983668939273822,0.7735191637630662,0.836272040302267,"[[221  17]
 [ 48 111]]"
QuadraticDiscriminantAnalysis(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,15.533914699999968,1941.55078125,0.86924581153216,0.6111111111111112,0.7531486146095718,"[[222  16]
 [ 82  77]]"
GaussianNB(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,10.931203699999969,1913.66796875,0.8691929602029491,0.6319999999999999,0.7682619647355163,"[[226  12]
 [ 80  79]]"
QuadraticDiscriminantAnalysis(),"('4275', '4274', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4163', '4135', '4029', '4016', '3968', '3964', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3653', '3640', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3143', '3125', '3124', '3122', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2598', '2596', '2519', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '844', '818', '814', '808', '798', '791', '719', '705', '701', '698', '666', '662', '644', '635', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",180,11.499986900000295,2301.74609375,0.8667617990592464,0.5714285714285714,0.7355163727959698,"[[222  16]
 [ 89  70]]"
KNeighborsClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3640', '3611', '3530', '3519', '3430', '3417', '3411', '3337', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2130', '2119', '2115', '2106', '2096', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1437', '1435', '1418', '1405', '1398', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '406', '384', '363', '157', '29', '24', '8', 'Unnamed: 0')",179,24.998531600000206,2299.2734375,0.8542096083716506,0.7605633802816901,0.8287153652392947,"[[221  17]
 [ 51 108]]"
KNeighborsClassifier(n_jobs=-1),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,37.96577419999994,1739.8515625,0.8460176523439564,0.7428571428571428,0.818639798488665,"[[221  17]
 [ 55 104]]"
MultinomialNB(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,13.398299800000132,2136.4609375,0.8444321124676287,0.7627627627627628,0.801007556675063,"[[191  47]
 [ 32 127]]"
AdaBoostClassifier(),"('4275', '4274', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3653', '3640', '3611', '3530', '3519', '3430', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2900', '2873', '2872', '2849', '2787', '2764', '2720', '2719', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2153', '2119', '2106', '2096', '2094', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1960', '1919', '1915', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1437', '1435', '1418', '1405', '1377', '1365', '1355', '1279', '1270', '1244', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '907', '902', '851', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '599', '578', '565', '551', '540', '511', '498', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24')",168,25.144709799998964,2702.98046875,0.8403361344537816,0.7228070175438597,0.801007556675063,"[[215  23]
 [ 56 103]]"
MultinomialNB(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3845', '3835', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3025', '3021', '2972', '2925', '2920', '2900', '2876', '2873', '2872', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '2051', '2045', '1993', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '998', '970', '946', '907', '844', '814', '808', '798', '791', '705', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '543', '540', '511', '498', '433', '412', '406', '384', '363', '157', '29', '24', '8', 'Unnamed: 0')",171,12.591982800000551,2542.82421875,0.8324084350721422,0.7416413373860183,0.7858942065491183,"[[190  48]
 [ 37 122]]"
DecisionTreeClassifier(),"('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2876', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2179', '2155', '2153', '2130', '2119', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1628', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '814', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '644', '635', '623', '615', '599', '578', '565', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '384', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",197,15.303287199999886,1834.8359375,0.8101712383066434,0.7702702702702703,0.8287153652392947,"[[215  23]
 [ 45 114]]"
DecisionTreeClassifier(),"('4275', '4274', '4255', '4253', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3968', '3964', '3902', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3720', '3719', '3695', '3680', '3653', '3640', '3559', '3530', '3519', '3417', '3411', '3337', '3320', '3267', '3265', '3258', '3214', '3145', '3143', '3125', '3122', '3107', '3081', '3042', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2519', '2429', '2403', '2363', '2332', '2331', '2325', '2182', '2155', '2153', '2130', '2119', '2115', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1993', '1981', '1970', '1960', '1919', '1915', '1862', '1852', '1834', '1796', '1736', '1688', '1667', '1628', '1601', '1551', '1537', '1482', '1479', '1466', '1435', '1418', '1405', '1398', '1365', '1355', '1279', '1270', '1210', '1194', '1178', '1150', '1148', '1095', '1025', '1012', '970', '916', '915', '907', '902', '851', '844', '818', '814', '808', '791', '719', '705', '698', '675', '666', '662', '644', '635', '615', '578', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '372', '363', '157', '29', '24', '8', 'Unnamed: 0')",168,16.562081699999908,2308.515625,0.805943131969769,0.7662337662337663,0.818639798488665,"[[207  31]
 [ 41 118]]"
"VotingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                             ('e2',
                              XGBClassifier(base_score=None, booster=None,
                                            colsample_bylevel=None,
                                            colsample_bynode=None,
                                            colsample_bytree=None,
                                            enable_categorical=False,
                                            eval_metric='mlogloss', gamma=None,
                                            gpu_id=None, importance_type=None,
                                            interaction_constraints=None,
                                            learning_rate=None,
                                            max_delta_step=None, max_depth=None,
                                            min_child_weight=None, missing=nan,
                                            monotone_constraints=None,
                                            n_estimators=100, n_jobs=None,
                                            num_parallel_tree=None,
                                            predictor=None, random_state=None,
                                            reg_alpha=None, reg_lambda=None,
                                            scale_pos_weight=None,
                                            subsample=None, tree_method=None,
                                            use_label_encoder=False,
                                            validate_parameters=None,
                                            verbosity=None)),
                             ('e3', SVC(probability=True))],
                 n_jobs=-1)","('4275', '4274', '4255', '4253', '4251', '4247', '4223', '4218', '4195', '4180', '4169', '4163', '4135', '4029', '4016', '3964', '3902', '3897', '3890', '3847', '3846', '3845', '3835', '3806', '3793', '3781', '3780', '3737', '3721', '3720', '3719', '3695', '3680', '3653', '3640', '3611', '3559', '3530', '3519', '3430', '3417', '3411', '3337', '3320', '3267', '3265', '3214', '3211', '3145', '3143', '3125', '3124', '3122', '3107', '3081', '3066', '3043', '3034', '3027', '3026', '3025', '3021', '2972', '2969', '2925', '2920', '2900', '2873', '2872', '2849', '2828', '2787', '2764', '2720', '2719', '2657', '2598', '2596', '2519', '2429', '2403', '2363', '2332', '2325', '2182', '2179', '2155', '2153', '2130', '2115', '2106', '2096', '2094', '2093', '2092', '2080', '2060', '2051', '2045', '1981', '1970', '1919', '1915', '1862', '1852', '1834', '1796', '1782', '1736', '1688', '1667', '1620', '1601', '1590', '1551', '1537', '1482', '1479', '1466', '1437', '1435', '1418', '1405', '1398', '1377', '1365', '1355', '1279', '1270', '1244', '1232', '1210', '1194', '1150', '1148', '1095', '1025', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '818', '808', '798', '791', '719', '705', '701', '699', '698', '675', '666', '662', '635', '623', '615', '599', '578', '551', '543', '540', '511', '498', '433', '422', '419', '412', '406', '363', '157', '29', '24', '8', 'Unnamed: 0')",179,98.44725779999862,2711.703125,0.950372601870937,0.8498402555910542,0.8816120906801007,"[[217  21]
 [ 26 133]]"
