algorithm,features,n_features,train_time,mem_max,accuracy,roc_auc,f1,confusion_matrix
"StackingClassifier(estimators=[('e1', RandomForestClassifier(n_jobs=-1)),
                               ('e2', GradientBoostingClassifier()),
                               ('e3',
                                XGBClassifier(base_score=None, booster=None,
                                              colsample_bylevel=None,
                                              colsample_bynode=None,
                                              colsample_bytree=None,
                                              enable_categorical=False,
                                              eval_metric='mlogloss',
                                              gamma=None, gpu_id=None,
                                              importance_type=None,
                                              interaction_constraints=None,
                                              learn...te=None,
                                              max_delta_step=None,
                                              max_depth=None,
                                              min_child_weight=None,
                                              missing=nan,
                                              monotone_constraints=None,
                                              n_estimators=100, n_jobs=None,
                                              num_parallel_tree=None,
                                              predictor=None, random_state=None,
                                              reg_alpha=None, reg_lambda=None,
                                              scale_pos_weight=None,
                                              subsample=None, tree_method=None,
                                              use_label_encoder=False,
                                              validate_parameters=None,
                                              verbosity=None))],
                   n_jobs=-1)","('4298', '4284', '4267', '4255', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2331', '2325', '2322', '2270', '2268', '2182', '2155', '2130', '2120', '2119', '2115', '2113', '2093', '2092', '1993', '1989', '1981', '1975', '1970', '1936', '1919', '1904', '1862', '1852', '1834', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1482', '1466', '1449', '1437', '1365', '1279', '1270', '1244', '1210', '1178', '1161', '1148', '1095', '1027', '946', '916', '907', '844', '818', '813', '808', '798', '791', '701', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '415', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",194,315.5380968999998,2759.171875,0.8211586901763224,0.8873209661222979,0.7609427609427609,"[[213  25]
 [ 46 113]]"
HistGradientBoostingClassifier(),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",224,542.9540612,2282.5703125,0.818639798488665,0.8839516938851011,0.7534246575342465,"[[215  23]
 [ 49 110]]"
LogisticRegression(n_jobs=-1),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",224,14.85210509999979,2279.34375,0.818639798488665,0.89057132286877,0.7692307692307692,"[[205  33]
 [ 39 120]]"
SVC(probability=True),"('4284', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3417', '3414', '3411', '3291', '3267', '3265', '3258', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2332', '2331', '2322', '2270', '2268', '2182', '2179', '2155', '2120', '2119', '2115', '2113', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1975', '1970', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1210', '1178', '1161', '1150', '1148', '1095', '1012', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '791', '735', '701', '693', '666', '662', '643', '623', '615', '599', '578', '570', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '415', '406', '386', '384', '380', '368', '157', '29', '24', '8', 'Unnamed: 0')",197,58.2008823000001,2348.3671875,0.818639798488665,0.9005337984250305,0.7763975155279503,"[[200  38]
 [ 34 125]]"
GradientBoostingClassifier(),"('4298', '4284', '4274', '4267', '4255', '4253', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4015', '3984', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3265', '3258', '3255', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2828', '2787', '2720', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1736', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1537', '1531', '1482', '1466', '1449', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1150', '1095', '1027', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '701', '693', '666', '662', '635', '623', '615', '578', '551', '543', '540', '522', '511', '498', '487', '486', '480', '422', '419', '415', '412', '406', '386', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",190,30.24912059999997,2411.671875,0.8161209068010076,0.8525183658369008,0.7203065134099617,"[[230   8]
 [ 65  94]]"
AdaBoostClassifier(),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3884', '3847', '3846', '3845', '3806', '3793', '3785', '3781', '3780', '3721', '3719', '3680', '3653', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2787', '2720', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2500', '2332', '2331', '2325', '2322', '2268', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2051', '1993', '1989', '1981', '1978', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1551', '1545', '1537', '1531', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1270', '1210', '1178', '1161', '1150', '1148', '1027', '1012', '998', '970', '946', '916', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '693', '666', '643', '635', '623', '615', '599', '578', '551', '543', '540', '522', '511', '487', '486', '480', '432', '422', '419', '415', '412', '406', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",195,19.95800310000004,2328.05078125,0.8161209068010076,0.8535621795888166,0.7474048442906573,"[[216  22]
 [ 51 108]]"
SVC(probability=True),"('4284', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1210', '1178', '1161', '1150', '1148', '1095', '1012', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '791', '735', '701', '693', '666', '662', '643', '623', '615', '599', '578', '570', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '415', '406', '386', '384', '380', '368', '157', '29', '24', '8', 'Unnamed: 0')",213,55.710340899999665,2429.12109375,0.8161209068010076,0.8973362930077692,0.7767584097859327,"[[197  41]
 [ 32 127]]"
"XGBClassifier(base_score=None, booster=None, colsample_bylevel=None,
              colsample_bynode=None, colsample_bytree=None,
              enable_categorical=False, eval_metric='mlogloss', gamma=None,
              gpu_id=None, importance_type=None, interaction_constraints=None,
              learning_rate=None, max_delta_step=None, max_depth=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              n_estimators=100, n_jobs=None, num_parallel_tree=None,
              predictor=None, random_state=None, reg_alpha=None,
              reg_lambda=None, scale_pos_weight=None, subsample=None,
              tree_method=None, use_label_encoder=False,
              validate_parameters=None, verbosity=None)","('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3291', '3265', '3258', '3255', '3214', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2270', '2268', '2182', '2179', '2155', '2153', '2119', '2115', '2113', '2094', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1671', '1667', '1656', '1639', '1628', '1590', '1551', '1537', '1531', '1486', '1482', '1435', '1365', '1355', '1291', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '666', '662', '643', '635', '615', '599', '578', '570', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '8', 'Unnamed: 0')",195,77.9988642999997,2684.8515625,0.8110831234256927,0.8744120289625283,0.7422680412371134,"[[214  24]
 [ 51 108]]"
GaussianProcessClassifier(n_jobs=-1),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",224,97.01716920000001,2178.91796875,0.8110831234256927,0.8947201522118281,0.7330960854092526,"[[219  19]
 [ 56 103]]"
LogisticRegression(n_jobs=-1),"('4284', '4267', '4253', '4251', '4223', '4196', '4180', '4169', '4147', '4135', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3574', '3530', '3430', '3417', '3414', '3411', '3291', '3267', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3081', '3066', '3058', '3045', '3043', '3040', '3034', '3026', '3025', '3021', '2972', '2925', '2900', '2884', '2876', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2657', '2618', '2598', '2596', '2519', '2500', '2403', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2093', '2092', '2060', '2051', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1656', '1639', '1628', '1620', '1590', '1565', '1537', '1531', '1486', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '902', '851', '844', '818', '813', '798', '791', '735', '701', '693', '662', '643', '635', '623', '615', '599', '578', '551', '543', '522', '511', '498', '487', '486', '432', '422', '419', '415', '412', '386', '384', '380', '368', '363', '157', '24', 'Unnamed: 0')",185,14.649890599999708,2493.55859375,0.8060453400503779,0.8639871042756725,0.750809061488673,"[[204  34]
 [ 43 116]]"
DecisionTreeClassifier(),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",224,14.326909999999998,1838.0234375,0.8035264483627204,0.7891628349452988,0.7450980392156863,"[[205  33]
 [ 45 114]]"
GaussianProcessClassifier(n_jobs=-1),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4147', '4135', '4042', '4029', '4015', '3984', '3902', '3890', '3884', '3847', '3846', '3845', '3835', '3829', '3806', '3793', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3267', '3265', '3255', '3214', '3211', '3156', '3145', '3143', '3122', '3107', '3081', '3066', '3058', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2500', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2113', '2094', '2093', '2092', '2060', '2051', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '693', '666', '662', '643', '635', '623', '615', '599', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '422', '419', '415', '412', '406', '386', '384', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",207,81.22991379999985,2718.203125,0.7909319899244333,0.8930817610062893,0.7003610108303249,"[[217  21]
 [ 62  97]]"
DecisionTreeClassifier(),"('4298', '4284', '4274', '4267', '4255', '4253', '4251', '4223', '4195', '4180', '4163', '4155', '4147', '4135', '4015', '3984', '3902', '3897', '3892', '3890', '3847', '3846', '3845', '3835', '3829', '3806', '3785', '3781', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3451', '3430', '3417', '3414', '3411', '3337', '3291', '3265', '3255', '3214', '3211', '3201', '3156', '3143', '3122', '3107', '3081', '3066', '3058', '3045', '3042', '3040', '3034', '3027', '3025', '3021', '2972', '2920', '2900', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2403', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1671', '1667', '1656', '1639', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1210', '1178', '1150', '1148', '1095', '1027', '1012', '998', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '662', '643', '623', '615', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",200,12.66921400000001,2293.34765625,0.783375314861461,0.7650494159928123,0.7133333333333334,"[[204  34]
 [ 52 107]]"
KNeighborsClassifier(n_jobs=-1),"('4298', '4284', '4274', '4267', '4255', '4251', '4223', '4195', '4180', '4169', '4163', '4155', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3884', '3847', '3845', '3835', '3829', '3806', '3793', '3785', '3780', '3721', '3720', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3107', '3066', '3058', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2925', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2363', '2332', '2331', '2325', '2322', '2270', '2268', '2182', '2179', '2155', '2153', '2120', '2119', '2115', '2113', '2094', '2093', '2092', '2051', '1993', '1989', '1981', '1978', '1975', '1962', '1960', '1936', '1919', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1738', '1671', '1667', '1656', '1639', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1482', '1466', '1449', '1437', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '916', '915', '907', '902', '851', '844', '818', '798', '791', '701', '693', '666', '662', '635', '623', '615', '599', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '419', '415', '412', '406', '384', '380', '368', '157', '29', '24', '8', 'Unnamed: 0')",195,22.407090799999423,2682.0703125,0.7783375314861462,0.8226573648327256,0.6788321167883212,"[[216  22]
 [ 66  93]]"
KNeighborsClassifier(n_jobs=-1),"('4284', '4274', '4267', '4255', '4251', '4223', '4196', '4195', '4180', '4169', '4163', '4155', '4135', '4042', '4029', '4015', '3984', '3902', '3897', '3892', '3890', '3884', '3847', '3846', '3845', '3835', '3806', '3793', '3785', '3781', '3780', '3721', '3719', '3680', '3673', '3653', '3611', '3574', '3530', '3451', '3430', '3417', '3414', '3411', '3291', '3267', '3265', '3258', '3255', '3214', '3211', '3201', '3156', '3145', '3143', '3122', '3107', '3081', '3045', '3043', '3042', '3040', '3034', '3027', '3026', '3025', '3021', '2972', '2920', '2900', '2884', '2876', '2873', '2872', '2828', '2806', '2787', '2720', '2719', '2708', '2678', '2657', '2618', '2598', '2596', '2585', '2519', '2500', '2403', '2363', '2332', '2331', '2322', '2270', '2268', '2182', '2153', '2130', '2120', '2119', '2115', '2113', '2094', '2093', '2060', '2051', '1993', '1989', '1981', '1978', '1975', '1970', '1962', '1960', '1936', '1904', '1862', '1852', '1837', '1834', '1805', '1804', '1796', '1782', '1738', '1736', '1688', '1671', '1667', '1656', '1639', '1628', '1620', '1590', '1565', '1551', '1545', '1537', '1531', '1486', '1466', '1449', '1435', '1365', '1355', '1291', '1279', '1270', '1244', '1210', '1178', '1161', '1150', '1148', '1095', '1027', '1012', '970', '946', '916', '915', '907', '902', '851', '844', '818', '813', '808', '798', '791', '735', '701', '693', '666', '643', '635', '623', '615', '578', '570', '551', '543', '540', '522', '511', '498', '487', '486', '480', '432', '422', '415', '412', '386', '384', '380', '368', '363', '157', '29', '24', '8', 'Unnamed: 0')",203,27.208887299999788,2427.98046875,0.7758186397984886,0.818442471328154,0.6666666666666666,"[[219  19]
 [ 70  89]]"
