alteracoes,com_problema
sen alteracoes,0
viatura sem impressora zebra,0
luz de injecao eletronica no painel acesa cor laranja,1
barulho de freio no lado direito,1
serem alteracoes,0
riscos de uso diario,0
vidro eletrico do motorista esta apresentando falhas no acionamento o limpador de para brisa nao esta funcionando corretamente na velocidade minima,1
pequenos arranhoes na pintura com logotipo no capo desbotado e parachoque dianteiro levemente com folga no encaixe do lado direito proximo a caixa de roda luz do giro flex auxiliar direita nao aciona haste de luz alta nao trava na posicao acionado fissura pequena no centro do parabrisa viatura proximo da km da troca de oleo restando em torno de 300km,0
as luzes de freio traseira nao estao funcionando corretamente as luzes de posicao nao estao acionando luz de injecao do painel esta acesa,1
ruido ao frenar,1
vtr encaminhada ao lava a jato,0
para brisa trincado indicador do combustivel com defeito placa dianteira com a tarjeta caindo farol de neblina do lado direito avariado vtr com bateria descarregando constantemente com dificuldade para carregar com ajuda do gl,1
o radio am fm nao esta funcionando,0
dois pequenos amassados entre o para lama e o para choque dianteiro esquerdo iluminacao da luz de freio com defeito,0
conjunto de lampadas central do giroflex inoperantes,0
luz indicadora de direcao esquerda intermitente sem chave uop cacapava,0
pneus dianteiros desalinhados e bastante desgastados,1
nenhum alteracao,0
correia dentada frouxa fazendo barulho nivel do liquido de arrefecimento inferior ao recomendado viatura com problema na embreagem estribos laterais soltos radio digital nao funciona,1
vtr conferida pelo prf jorge goulart viatura com troca de oleo vencida farol esquerdo baixo queimado retornou da oficina copini 19 02 obs viatura com barulho anormal no motor deixado na mecanica copini para troca do tensor da correia do motor farol do lado esquerdo com infiltracao realizada troca de oleo e filtro 28 12 2020  pequena trinca na parte inferior central do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,1
vtr conferida pelo prf jorge goulart desgastes pelo uso sem alteracoes relevantes viatura retornou da mecanica copini apos manutencao em 20 02 2021,0
vtr conferida pelo prf jorge goulart com o seguinte  proxima revisao 109 617 km  proximo alinhamento balanceamento 104 617 km riscos e desbotados pela acao do tempo trava da capota travando,0
palhetas do limpador de para brisa substituidas por novas,0
vazamento rodoar traseiro lado esquerdo,0
trinca no para brisa de um centimetro no lado do motorista conforme orientacao do gestor de frotas a viatura pode rodar ate os 80 000 km antes da troca de oleo,0
pneus necessitando trocar,1
algumas vezes a quarta marcha arranha ao ser engatada danos no para choque dianteiro limpador de para brisas ineficiente ausencia do farol de busca auxiliar esquerdo corrosao nos terminais da bateria e dos cabos pastilha de freio fazendo barulho ar condicionado nao funciona com a vtr parada nivel de oleo do motor abaixo do minimo desalinhada direcao puxando para esquerda,1
veiculo utilizado pelo prf campos deslocamento pvh  recebio o veiculo na data de hoje 22 02 2021 odometro inicial,0
luz de posicionamento freio direita com mau funcionamento pneu dianteiro direito atingiu o twi,1
arranhado no parachoque dianteiro e traseiro lado esquerdo,0
a disposicao do prf mozart f7 130,0
banco motorista rasgado pequenos amassados principalmente tampa traseira conferida pela equipe trocar o oleo informado ao prf carrer,0
limpador de parabrisa muito ruim inclusive gerando risco aos ocupantes uma vez que a umidade diminuiu muito a trasmitancia,1
s a viatura sem o tag sem parar,0
pequenas avarias na lataria parte plastica do retrovisor quebrada lado do motorista radio bloqueado,0
ok vtr suja de lama proveniente do deslocamento de belem a altamira pneu furado do lado esquerdo traseiro realizamos a troca,1
pequeno amassado na parte central do capo desgaste no paralamas frontal lado esquerdo viatura muito baixa desgastes nas macanetas das duas portas esquerdas pequenos arranhoes nas laterais,0
farol dianteiro continua bastante desregulado,0
conferida pelo prf agnes retornou da oficina copini nao foi possivel consertar o giroflex 12 02 21 giroflex inoperante vtr apenas com chave reserva pequenos riscos e avarias decorrentes do uso normal grade inferior do para choque quebrada para choque deslocado para frente lado direito vtr as vezes acende a luz da injecao barulho na porta dianteira esquerda temporizador do limpador de para brisas nao esta funcionando,0
barra de led traseiro ficou na oficina barulho ao engatar a quarta marcha marcha parece esta arranhando,1
luz de injecao eletronica acesa no painel,1
folga na direcao lanterna lateral esquerda quebrada pastilha de freio com barulho provavelmente suja e motor do vidro eletrico dianteiro esquerdo com barulho realizada troca das pastilhas de freio em rio branco ac pois estavam comprometendo a seguranca confirmado pelo gestor de frota da sprf ro que foi efetuada a troca de oleo durante a revisao realizada com 31 000 km em dez 2020 apesar de nao estar lancado na pdi,1
encaminhada para cical revisao 45 000 km,0
folga na direcao lanterna lateral esquerda quebrada pastilha de freio com barulho provavelmente suja motor do vidro eletrico dianteiro esquerdo com barulho,1
farol baixo esquerdo inoperante liquido arrefecimento na marca minima liquido direcao hidraulica na marca minima ruidos na suspensao,1
botao de acionamento do farol quebrado farol de luz baixa esquerdo inoperante pneu traseiro direito reparado com macarrao,0
viatura diferente do cartao programa pois a vtr indicada estava sendo utilizada pela equipe do plantao anterior ate as 15 horas,0
sem capa da tampa de combustivel,0
sem a tampa do carregador e sem a mascara do radio superior,0
vtr pega na del para substituir a vtr trail qsd 9937,0
arranhao no parachoque dianteiro,0
viatura deixada no lava jato mineirinho das 10h as 13h apos isso foi levada pelo prf kanashiro para revisao dos 20 mil km na concessionaria jorlan sia para revisao dos 20mil,0
o limpador do para brisa esta com a borracha muito gasta quando e necessario o uso dele dificulta mais ainda a visibilidade,1
viatura trepidando durante aceleracao moderada parabrisas com trinco riscos na pintura lampada farol dianteiro direito queimada,1
viatura estava na concessionaria autus trocado sensor dos pneus remendado pneu dianteiro direito trocado coifas do motor que ocasionava rudos ao estercar a direcao viatura lavada,0
atrelada a carretinha placa azi 9921,0
mensagem para completar o liquido de arrefecimento,1
acendendo luz do freio de mao quando acelera,0
servico vencido,1
nao foram detectados defeitos no ar condicionado da vtr pela oficina especializada vtr encaminhada para lavagem,0
oficina new car para troca do tubo da vareta que mede novel de oleo do motor e tampar buraco no teto suporte da antena,0
vtr encaminhada a oficina arcon para diagnostico do problema no ar condicionado,0
as da pdi anterior,0
suspeita de superaquecimento do motor,1
conferencia nivel agua do radiador ok,0
viatura apresentando perda de potencia,1
inclusao de troca de oleo,0
encaminhada a gm para consertar retrovisor interno que havia descolado,1
encaminhada revisao,0
sistema de iluminacao ineficiente,1
oleo do motor vencido,1
viatura proxima de realizar revisao de 90 000 km,0
sem alteraca0,0
pequenos arranhoes pela extensao da lataria,0
troca de oleo,1
amassado no para choque traseiro lado esquerdo pneu sobressalente com bolha na parte externa gestor de frota ciente para substituicao start stop nao funcionou quando acionado voltando a ligar apos novo teste cerca de duas horas depois,0
luz de freio direita queimada,0
para choques dianteiro e traseiro com arranhoes diversos laterais inferiores e caixas de ar de ambos os lados com diversos arranhoes e pequenos amassados para lamas dianteiros sem os forros internos de plastico saia dianteira danificada ausencia dos farois de neblina dianteiros,0
parachoques dianteiro e traseiro com riscos e mossas rodas com riscos,0
falhando aparentemente um dos cilindros veio da 73 via guincho cco triunfo,1
painel de controle do sistema de alerta sonoro e luminoso com pane dificuldades no acionamento e permanencia dos sinais sonoros e luminosos,1
veiculo conduzido para a concessionaria gm chevrolet topvel a fim de ser realizada a revisao dos 20 000 km,0
luz da injecao acesa problema no sistema de controle de estabilidade,1
constatado na retirada do veiculo da garagem da del15 mg que o pneu dianteiro direito lado do passageiro encontra se com um deslocamento da estrutura lateral papo,0
nao ha alteracao,0
censor de calibragem do pneu dianteiro esquerdo acusando alteracao,0
sem antena de radio no teto apenas a espera,0
portas traseira esquerda e dinteira direita com riscos e arranhoes,0
luz de posicao dianteira direta queimada,0
ver utilizado pelo gft ii,0
luzes de posicao superiores mesmo desligando a chave geral nao desligam isto compromete as baterias e o motor de partida da vtr,1
ordem,0
batida na parte frontal ja relatadada em outras pdis porta dianteira direita com barulho nas dobradicas necessidade de revisao necessidade de troca de pastilha de freio dianteiro e troca dos disvos de freio dianteiro,1
arranhoes e desgaste naturais de uso como viatura policial para lamas traseiro direito e porta dianteira direita amassados,0
avaria na traseira junto ao sistema de iluminacao estroboscopico,0
luz de advertencia de farol queimada acesa,0
sem alteracao jocassio pinto willis,0
nenhuma alteracao verificada,0
foi realizado em 21 02 reparo emergencial com dispositivo emborrachado macarrao do pneu traseiro direito da viatura qgt 2a69 que estava furado sendo necessario encaminhar ao gestor de frota para verificar a necessidade de substituicao tendo em vista o uso severo a qual o veiculo e submetido,0
porta mala nao fecha portas nao travam,0
barulho na roda direita dianteira ainda persiste veiculo retornado para a oficina afim de sanar o problema,1
viatura suja e foi levada para lava jato viatura desbalanceada e desalinhada,0
conferida pelo prf jorge goulart viatura na oficina copini para conserto do giroflex 12 02 21  giroflex inoperante  vtr apenas com chave reserva  pequenos riscos e avarias decorrentes do uso normal  grade inferior do para choque quebrada  para choque deslocado para frente lado direito  vtr as vezes acende a luz da injecao  barulho na porta dianteira esquerda  temporizador do limpador de para brisas nao esta funcionando,1
utilizada para deslocamento das equipes da uop de santa maria ate a uop de ipixuna,0
luz injecao eletronica ligada,0
porta do motorista nao fecha direito,0
lanterna traseira direita quebrada e traseira direita danificada,0
farol baixo dianteiro esquerdo e luz de posicao freio traseira direita inoperantes parabrisa trincado bateria nao segura carga adequadamente volante trepidando em altas velocidades sensor de re sonoro inoperante,1
retirada da concessionaria nara apos revisao,0
sem alteracoes atendimento a solicitacao de mecanica da miwah para verificacao se as luzes do painel estavam apagando a conducao foi realizada junto com o prf aubere paiva,0
pequenos riscos e arranhoes na lataria de uso,0
para brisa trincado canto superior direito,0
viatura foi levada para oficina auto car confianca rua joao goulart 785 bairro mato grosso,0
vtr na oficina rubi,0
transportar moto ltd3227 para revisao na daynamotos em tres rios,0
ar condicionado parou de funcionar sem explicacao,0
em manutencao centro automotivo pallu,0
sem alteracoes vtr recebida na delegacia repassada pelo prf gomes,0
km inicial superior ao contido no sistema pdi constava inicial 4494 porem no velocimetro estava marcando 5303,0
em alguns momentos nao engrenava exatamente a marcha 5 e 6,1
pneu traseiro direito furado,1
nivel agua do radiador ok,0
acompanhado do serv jose ricardo,0
veiculo para ser levado para revisao de 120 000 kms,0
luz de funcionamento do motor acesa no painel,0
janela do compartimento de carga lado esquerdo nao abre,0
verificar ar condicionado,0
vtr em manutencao na oficina mirelle car verificacao suspensao freios,1
viatura foi retirada da na oficina onde teve seu alternador reparado estribo lado esquerdo com barulho,0
encaminhado para revisao geral na oficina speed car,0
verificar suspencao,1
diversos,0
farois desregulados para brisa com ma visibilidade palhetas ruins,0
sem alteracoes conhecidas,0
viatura deslocada para manutencao na reinalcar,0
consertar o um pneu dianteiro,1
direcao vibrando quando atinge 100 km h,1
nd,0
a preencher,0
roda dianteira direita encostando na suspensao quando esterca para esquerda regulagem da cx direcao,1
conforme motorista oficial sebastiao vtr esta descontrolada demais na pista,1
viatura disponivel para equipe alysson walber e ivo para treinamento palestra nos horarios de 5h ate 17h ida e retorno da sede para hotel da equipe na barra,0
sem alteracoes viatura integrada a uop02 nesta data as 15 24 km 660 com odometro 111526,0
retirada da oficina unipecas,0
viatura encaminhada para a autorizada ford para revisao,0
pneu traseiro direito com remendo exposto,1
prf alberto albuquerque deixou a viatura na uop,0
pneu traseiro direito furado veiculo trafegando com pneu principal emprestado do cruze da 33 del,0
farol direito queimado,0
viatura encontrava se na nara mitsubishi no sia e foi levada a taguamotors em aguas claras para instalacao de protetor de carter,0
pneus dianteiros com desgaste atingindo twi,1
sistemas sonoro e de iluminacao de emergencia com defeito,0
ar condicionado sem funcionar,0
manchas na pintura,0
sensor do pneu com defeito,0
s a no trajeto,0
pintura queimada e pequenos amassados,0
falta da borracha da porta direita dianteira,0
sem alteracoes somente o dano na lateria traseira direita,0
foi realizada a lavagem da vtr no periodo da tarde,0
gestor da frota adm luiz encaminhou a viatura para substituicao dos dois pneus traseiros e em seguida levou a viatura para lavacao externa na kolina veiculos,0
o veiculo teve o giroflex manutenido ou seja encontra se em boas condicoes de funcionamento,0
palhetas do para brisa ressecadas,1
vtr deslocada de jaragua uop 02,0
luz de injecao eletronica acessa,0
viatura nao esta no ideal para o servico policial sinais sonoros inoperantes sistema de marcha defeituoso terceira marcha nao segura,1
srm alteracoes,0
nao conferido vtr da uop svp,0
barulho do lado direito ao passar por qualquer ondulacao parece ser amortecedor,1
chave cartao com defeito,0
sistema sonoro da tomada de forca inoperante,1
peguei a vtr na sede da del udi por volta das 14 horas para deslocamentos dos membros da cpad,0
s a alteracoes,0
vtr trazida pela equipe da uop02,0
pastilhas de freio fazendo barulho caracteristico de desgaste excessivo,1
sem novas alteracoes viatura deixada na uglione sa para revisao,0
sem novas alteracoes recompletado oleo do motor,0
borracha passageiro esquerdo esta solta,0
viatura vibrando a direcao com velocidade acima de 100 km h,1
sem novas alteracoes viatura retirada da oficina drive car,0
arranhoes pela lataria capas dos bancos rasgadas,0
veiculo necessitando de lavagem completa com higienizacao para eliminacao de mal odor,0
amassado no para lama dianteiro direito,0
arranhao no lado direito do parachoque dianteiro,0
lampada farol baixo esquerdo queimada,0
pneus perdendo a calibragem,1
o espelho retrovisor externo esquerdo esta rachado,0
lanterna traseira direita queimada,0
giroflex com funcionamento intermitente,0
viatura com pendencia de abastecimento decio buriti,0
trepidando a direcao quando freia,1
conforme pdi,0
recebemos a vtr da equipe gft com odometro marcando 92 471 km,0
sem relato,0
cartao de abastecimento nao passou acusou quantidade de combustivel maior que o permitido,0
estala muito quando tracionada,1
elevadores dos vidros das porta com defeito,0
luz de posicao traseira esquerda queimada,0
parabrisas trincado borracha da porta traseira esquerda solta radio com muito qrm falta a protecao de parafusos da roda traseira direita,0
vtr foi retirada da concessionaria ponto 1 apos revisao de 30 000 foi trocado oleo filtro de oleo e filtro de ar corrida a luz de injecao que estava acesa e o sistema de atencao dos pneus,0
porta lateral direita abalroada,0
kit multimidia e marcha de re inoperantes,1
veiculo com problema de freio viatura nao ta parando quando acionado o pedal do freio,1
sistema de freio ineficiente freio de estacionamento inoperante e roda traseira direita amassada,1
durante manobra de estacionamento na delegacia de policia civil de ubatuba a viatura esbarrou num toco de madeira amassando o para choque dianteiro na sua extremidade direita,0
1 pequena avaria na parte superior da tampa da cacamba,0
luz baixa do farol dianteiro esquerdo queimada paralama dianteiro direito amassado,0
sensores de pneus e acionamento de vidros com problemas,0
atrelada a carretinha azi 9921 durante o deslocamento utilizando rodovias federais e vias estaduais e municipais foi necessario utilizar as prerrogativas inerentes a veiculos que estejam em deslocamento de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo de transito brasileiro com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via transitar por faixas exclusivas e avancar semaforos,
conforme relatos anteriores para brisa dianteiro com trincas,
bateria da chave fraca durante o deslocamento utilizando rodovias federais e vias estaduais e municipais foi necessario utilizar as prerrogativas inerentes a veiculos que estejam em deslocamento de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo de transito brasileiro com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via transitar por faixas exclusivas e avancar semaforos,1
parabrisas com varias trincas,
viatura nao utilizada,
arranhoes e amassados pela lataria farol baixo direito queimado,
viatura nao utilizada trazida pela equipe da uop 01 para instalacao de radio digital e deixada nesta unidade,
vidros das portas com defeito,
pneu estepe furado,
01 liquido de arrefecimento do motor ok 02 fluido de freios ok 03 fluido da direcao hidraulica ok 04 nivel do oleo ok 05 liquido do lavador ok 06 vazamentos inexistentes 07 cartao de abastecimento 08 borracha da porta traseira direita solta 09 para choque dianteiro avariado no lado esquerdo no farol de neblina,1
01 liquido de arrefecimento do motor ok 02 fluido de freios ok 03 fluido da direcao hidraulica ok 04 nivel do oleo ok 05 liquido do lavador ok 06 vazamentos inexistentes 07 cartao de abastecimento ok,1
01 liquido de arrefecimento do motor ok 02 fluido de freios ok 03 fluido da direcao hidraulica ok 04 nivel do oleo ok 05 liquido do lavador ok 06 vazamentos inexistentes 07 cartao de abastecimento ok 08 para choque dianteiro danificado no lado direito 09 protetor do para choque quebra mato amassado 10 tampa da carroceria amassada conferida por neves,1
placa dianteira com caracteres alfanumericos ilegiveis,
lampada do farol dianteiro do lado esquerdo queimada,
viatura baixada pastilha disco de freio com problema lampada do farol de posicao direito queimado,
estribo do lado direito com folga farol baixo ineficiente comprometendo deslocamentos noturnos,
sonorizacao da tomada de forca nao funciona,1
viatura entregue ao chefe da frota prf da luz para manutencao,
giroflex com mal contato parachoque traseiro danificado lateral traseira direita com amassado parbarro dianteiro direito danificado luz de sinalizacao dianteira direita nao funciona,1
freio com barulho diferente,
viatura entregue ao insp mataragi na del 09 para revisao,
ausencia da calota dianteira esquerda e da capa protetora da luz de teto externa esquerda,
pneus trocados,
farol esquerdo queimado,
entregue durante o servico na uop de valenca,
pequena trinca no para brisas dianteiro na area inferior esquerda cambio fazendo barulho ao engatar a 4 marcha,1
vtr nao utilizada no plantao do dia 22 02 2021,
luz interna nao funciona intermitente e sirene deixam de funcionar quando esta no modo emergencia,1
lancamento de km vtr nao registrado 3614 3636,
wwe,
ausencia de chave de roda conforme ja relatado em pdis anteriores,
s n,
lanterna dianteira direita com informacao no painel,
quilometragem de troca de oleo alcancada viatura nao utilizada no plantao,
ja anotadas,
ar condicionado nao funciona led vermelho acionando sem estar ligado,1
ao ligar a viatura esta apresentando no painel computador de bordo a luz indicadora na cor laranja com uma chave indicativa de anomalia de funcionamento segundo o manual necessitando de encaminhamento o quanto antes a uma oficina autorizada tambem aparece a mensagem de anomalia no airbag e talvez esse seja o indicativo de qual anomalia de funcionamento o veiculo esta acometido ainda segundo o manual caso ocorra falha nos sistemas de retencao complementares aos cintos de seguranca em caso de acidente ha risco dos aribags nao funcionarem informacoes obtidas na pag 1 52 do manual da viatura que se encontra no porta luvas,1
alavanca de cambio com folga em 3 e 5 marchas,1
viatura baixada durante acompanhamento tatico quebrou o bloco do motor,
revisada,
ausencia da lente da luz auxiliar esquerda alguns leds da lente auxiliar direita queimados ausencia da calota dianteira direita e pequenos arranhoes,
vtr pega na del para substituir a vtr trail qsd 9937 alteracoes conforme registros anteriores,
nenhum tapete de borracha oleo trocado aos 69 000 km proxima troca aos 79 000 km demais alteracoes conforme registros anteriores,
luz da injecao eletronica acesa viatura desalinhada,
lanterna traseira direita quebrada amassado abaixo da lanterna traseira direita viatura desalinhada,
* macaneta da tampa superior do compartimento do preso ausente * protetor do carter amacado * barra inferior do quebra mato ausente * capo amassado * engate para choque traseiro amassado levantado * tampa protetora porta traseira esquerda ausente * viatura desbalanceada volante trepidando * lampada da lanterna de posicao de posicao dianteira queimadas,
sera realizada troca de oleo na concessionaria chevrolet referente a garantia do veiculo,
solicito a troca urgente dos dois espelhos retrovisores externos da viatura devido ao desgaste do proprio espelho que dificulta a visao principalmente a noite onde a sensacao e que ele esta sempre embacado sem brilho 23 02 21,
seta direita nao esta funcionando,
sen alteracao,
grafe do parachoque dianteiro sem tubo horizontal cartao de abastecimento nao localizado na viatura,
luz da injecao acesa no painel trincas no para brisas,
trocar parabrisa trincado,
avisos no painel de fazer revisao e anomalia no airbag viatura recebida as 13 45h do dia 23 02 2021,1
luz amarela da injecao eletronica acendeu durante o servico observada perda de potencia em alguns momentos seta indicadora de direcao esquerda dianteira queimada,
sem alteracao no plantao,
foi substituido o pneu dianteiro direito o qual estorou no deslocamento del11 rs x sr rs,
aviso no painel de pilha fraca do controle,1
porcao luminosa dianteira do giroflex inoperante na funcao ronda,
chaveiro desmontando,
troca de oleo vencida fechadura da tampa da cacamba que brada,1
freio esta baixo retrovisores meio soltos viatura foi levada e deixada ate a oficina vale em presidente venceslau,
retrovisor direito da viatura danificado sem o espelho e a capa luz branca lateral direita do giroflex inoperante,
viatura entregue na oficina titara por determinacao do gestor de frota prf edegilson,
foi trocada a bateria da vtr vtr a disposicao da del 7 9,
nada a declarar,
riscos na porta dianteira direita,
sem alteracao relatada veiculo ligou normalmente sem necessidade de utilizacao de dispositivo auxiliar de partida 23 02 21,
sem alteracoes amassado na tampa traseira,
a sirene e o intermitente nao estao funcionando,
sem capa da tampa de combustivel ar condicionado nao funciona,1
lampadas dianteira e traseira direita queimadas,
vtr apresentando defeito na bateria,
por se tratar de trecho com fluxo decorrente da regiao de fronteira com rotineira e intensa atividade criminosa por vezes se faz necessario utilizar as prerrogativas inerentes a veiculos de policia em deslocamentos de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo brasileiro de transito com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via para realizar abordagens a veiculos suspeitos e acompanhamento tatico e ou atendimento de acidente,1
viatura sem radio vtr trocada na superintendencia,
1 oleo do motor a baixo do minimo,
pequeno amassado no paralama dianteiro esquerdo e capo,
arranhoes na lataria pequenos danos na pintura borracha da porta informado que a bateria esta descarregando oleo do motor no minimo dano minimo no para brisa possivelmente proveniente de pedra leds da iluminacao lateral luz de beco estao queimadas dos dois lados,
veiculo levado para revisao de 120 000 km,
mensagens de revisao e de verificacao do air bag sem base de fixacao da antena do radio nao rodou,
amassado no capo lado esquerdo sobre a faixa amarela nao ultrapassar 101000 km antes da troca de oleo foi deixada na oficina vanluz,
trava eletrica porta traseira direita nao funciona pneu dianteiro esquerdo nao mantem a calibragem supostamente furado,1
sinais sonoros e terceira marcha com defeitos,1
para brisa esta com um trinco circular na area de visibilidade do motorista tecido que encobre a parte interna das portas dianteiras esta descolando vtr com um amassado no lado esquerdo acima do pneu dianteiro,
grade do para choque dianteiro sem tubo horizontal cartao de abastecimento nao localizado na viatura,
farol de busca direito queimado nao funciona a luz estrobo traseira e nem as luzes auxiliares traseiras a viatura fica apagada para quem visualiza de tras indicador de combustivel com defeitos hora marca corretamente hora apresenta se vazio,1
viatura esta com o polo da bateria desligado pois o estrobo dianteiro do para choque esta ficando ligado direto interessante levar para uma auto eletrica para verificar o problema,
vidro do lado do condutor com dificuldade de elevacao fragmento de metal no pneu traseiro direito estribo esquerdo com rangido,
palheta para brisas ineficiente,1
danos conforme bat ja informado,
s a novas,
relatadas na ultima pdi em que foi inclusa,
viatura nao esta travando nenhuma das 5 portas luz de manutencao do air bag acessa,
foi dado partida na vtr para manutencao da carga da bateria,
luzes de emergencia superiores sem funcionamento,
quilometragem da troca de oleo e revisao excedidos equipe trouxe vtr para eldorado do sul para providencias,
vtr na oficina manzoni,
viatura com problema no para brisa a agua do arrefecimento esta baixando seguidamente,
sem alteracoes hodometro conferido no inicio do plantao,
hodometro conferido no inicio do plantao giroflex apresentando defeito novamente,
painel acusa problemas na 4x4,
disco de freio trincado riscos e arranhoes faltando o farol auxiliar lado direito,
pago abastecimento pendente,
viatura com para brisas trincado e ar condicionado ineficiente hodometro conferido no inicio do plantao,
sem danos aparente,
lampadas do farol baixo e luz de freio ambas do lado esquerdo com defeito,
luz baixa do farol esquerdo queimada,
vtr conferida pelo prf kellison  oficina copini para troca de oleo e reparo no farol com infiltracao 24 02 viatura com troca de oleo vencida farol esquerdo baixo queimado farol do lado esquerdo com infiltracao realizada troca de oleo e filtro 28 12 2020  pequena trinca na parte inferior central do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,1
vtr conferida pelo prf kellison 1 4 de combustivel desgastes pelo uso sem alteracoes relevantes viatura retornou da mecanica copini apos manutencao em 20 02 2021,
nao conferida encontra se na oficina copini  viatura na oficina copini para conserto do giroflex 23 02 21  giroflex inoperante  vtr apenas com chave reserva  pequenos riscos e avarias decorrentes do uso normal  grade inferior do para choque quebrada  para choque deslocado para frente lado direito  vtr as vezes acende a luz da injecao  barulho na porta dianteira esquerda  temporizador do limpador de para brisas nao esta funcionando,1
viatura puxando o km inicial errado painel de controle do giroflex sirene inoperante,
avaria na porta traseira esquerda,
chave sem bateria mensagem no painel troca de oleo em breve,
faltando a borracha de vedacao de ambas as portas traseiras,
arranhoes pela lataria capas dos bancos rasgadas sem a tampa lateral do lado do carona banco motorista e carona rasgado grade frontal enferrujada adesivo do capo descolorido,
km anterior na pdi em 47391 diferente do km encontrado na vtr 47413 viatura encontrada com tanque de combustivel na reserva sem condicoes de utilizacao,
pequenos arranhoes na pintura com logotipo no capo desbotado e parachoque dianteiro levemente com folga no encaixe do lado direito proximo a caixa de roda luz do giro flex auxiliar direita nao aciona haste de luz alta nao trava na posicao acionado fissura pequena no centro do parabrisa viatura proximo da km da troca de oleo restando em torno de 300km radio da viatura nao esta funcionando viatura esta desbalanceada,
crlv fisico de 2019 parabrisa trincado no lado superior direito,
conferida pelo prf arapiraca proxima troca de oleo e filtros 154 343 kms balanceamento alinhamento 148 712 kms vencido viatura sem o farol auxiliar dianteiro do lado esquerdo somente presente o do lado direito farol posicionado no para choque de impulsao dianteiro lanterna traseira esquerda fixada com lacre de plastico viatura com pintura e latarias desgastadas em razao do tempo pequenos amassados e riscados diversos direcionais do giroflex inoperantes,1
conferida pelo prf arapiraca proxima troca de oleo 133 657 kms proximo alinhamento balanceamento 123 593 kms vencido estrutura plastica do banco do motorista em que ficam os comandos de regulagem esta solta borracha de vedacao da porta traseira direita solta vidro eletrico traseiro do lado direito esta inoperante diversos riscos e pequenos amassados falta a moldura com o direcional da saida de ar na altura do banco traseiro atras do motorista,1
o farol de milha do lado direito estava caido pendurado apenas pelo fio ele foi retirado e colocado no porta malas do veiculo para que nao seja perdido na estrada,
dois pequenos amassados entre o para lama e o para choque dianteiro esquerdo a vtr foi levada a uma auto eletrica para sanar o problema da luz de freio esquerda,
1 giro quebrado avarias na lataria e tampa traseira 2 radio sem funcionamento para longas distancias 3 refletores laterais nao estao funcionando e oleo motor abaixo do nivel 4 vtr sem engate engate danificado 5 vtr com necessidade de realizacao de manutencao de pastilhas e ou discos de freio 6 vtr com diversos barulhos,
pdv da vtr apresentando a informacao de que a troca de oleo deveria ter sido feita com 50 000 km,
quilometragem de troca de oleo alcancada viatura nao utilizada no plantao  nao funciona tranca eletronica da chave de ignicao,1
sinais sonoros defeituosos,
viatura com bateria arriada partida inicial com auxilio da bateria de outra viatura atraves cabos auxiliares,
ronco na roda traseira direita do motorista,
arranhoes decorrentes do uso farol dianteiro direito rachado embacando para choque dianteiro desencaixado do lado esquerdo capa dos bancos rasgadas em decorrencia do uso volante gerando um leve estalo quando estorcido fratura de pequena dimensao no para brisa,
sistema de monitoramento de pneus precisa de manutencao,
lateral traseira direita amassada,
sistema de iluminacao e sonoros falhos e barulho na suspensao dianteira direita abastecimento pendente no posto ouro negro repassado para o gestor de frota,
motocicleta retirada da oficina macgayver nao foi feito o servico de sirene e o servico de embreagem nao foi satisfatorio motocicleta continua com o mesmo defeito de embreagem,
viatura retirada da oficina macgayver apos conserto no bau,
motocicleta retirada da oficina macgayver apos revisao motocicleta enviada para sao paulo operacao tamoio marco zero,
conferencia nivel fluido refrigeracao ok nivel oleo motor ok nivel fluido freio ok nivel fluido direcao ok pneus ok iluminacao ok lataria ok radio alguns riscos normais devido ao uso,
trinca no para brisa da viatura,
motocicleta enviada para sao paulo operacao tamoio marco zero,
s|a,
conferencia nivel fluido refrigeracao ok nivel oleo motor ok nivel fluido freio ok nivel fluido direcao ok iluminacao ok lataria riscos e arranhoes decorrentes de desgaste radio ok obs 04 pneus substituidos em 19 09 km 77465 locatelli pneus sistema de freios requer cuidado sendo necessario antecipar seu acionamento lampada do farol baixo lado esquerdo apresentando defeito painel de controle apresentando mudanca de informacoes de forma intermitente sem o acionamento do botao radio digital nao funciona,1
veiculo com para brisa trincado,
viatura foi retirada da na oficina onde teve seu alternador reparado estribo lado esquerdo com barulho em pane mal contato lampada indicativa de direcao seta dianteira esquerda,1
